"item_id","type","target_gender","gender_match","word_nr","word","AOI_id","correctness","subj_id","word_length","word_len_pre1","word_len_pre2","cond","log_freq","Gram","Gen","Synt","Lex","Gram_x_Gen","Gen_x_Synt","Gen_x_Lex","Gram_x_Synt","Gram_x_Lex","Gram_x_Gen_x_Synt","Gram_x_Gen_x_Lex","first_duration","FPFix","FPReg","gaze_duration","go_past_time","RegIn_excl","RegIn_incl","right_bounded_rt","total_duration"
"18","stim_adj","M","Match",3,"сервиз","R3",1,"173",0.119961015445273,0.442200465714674,-0.202278434824128,"d",0.68,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,949,1,0,949,949,0,0,949,949
"18","stim_adj","M","Match",5,"давно","R4",1,"173",-0.202278434824128,-0.84675733536293,0.119961015445273,"d",2.4345689040342,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,699,1,0,699,699,0,0,699,699
"18","stim_adj","M","Match",6,"пылится","R5",1,"173",0.442200465714674,-0.202278434824128,-0.84675733536293,"d",-0.468521082957745,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,1200,1,0,1200,1200,0,0,1200,1200
"20","stim_verb","F","Match",1,"кухне","R1",1,"173",-0.202278434824128,-1.16899678563233,NA,"k",NA,-0.5,-0.5,0,0.666666666666667,0.5,0,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,1050,1,0,1050,1050,0,0,1050,1050
"20","stim_verb","F","Match",3,"духовка","R3",1,"173",0.442200465714674,0.119961015445273,-0.202278434824128,"k",0.86,-0.5,-0.5,0,0.666666666666667,0.5,0,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,1000,1,0,1000,1000,0,0,1000,1000
"20","stim_verb","F","Match",6,"корейского","R5",1,"173",1.40891881652288,-0.84675733536293,1.40891881652288,"k",NA,-0.5,-0.5,0,0.666666666666667,0.5,0,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,1060,1,0,1060,1060,0,0,1060,1060
"21","stim_verb","M","Mis",1,"стене","R1",1,"173",-0.202278434824128,-1.16899678563233,NA,"b",NA,0.5,0.5,0,0.666666666666667,0.5,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,799,1,0,799,799,0,0,799,799
"21","stim_verb","M","Mis",3,"плакат","R3",1,"173",0.119961015445273,0.119961015445273,-0.202278434824128,"b",1.33,0.5,0.5,0,0.666666666666667,0.5,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,1001,1,0,1001,1001,0,0,1001,1001
"21","stim_verb","M","Mis",6,"группы","R5",1,"173",0.119961015445273,2.05339771706168,-1.49123623590173,"b",1.91913041386061,0.5,0.5,0,0.666666666666667,0.5,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,1150,1,0,1150,1150,0,0,1150,1150
"21","stim_verb","M","Mis",7,"Нирвана","R6",1,"173",0.764439915984075,0.119961015445273,2.05339771706168,"b",NA,0.5,0.5,0,0.666666666666667,0.5,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,1150,1,0,1150,1150,0,0,1150,1150
